campaign_fact_id,date,campaign_key,product_key,channel_key,region_key,spend,leads_generated,impressions
71,2022-10-23,44,35,600,401,517.58,172,46602
72,2022-02-23,85,56,603,403,3982.45,10,25731
73,2022-09-19,96,12,604,401,4570.98,12,36822
74,2022-06-27,96,21,602,402,404.16,200,43799
75,2022-02-04,34,6,604,400,3036.1,166,22652
76,2023-07-13,30,19,602,402,3447.25,160,4657
77,2022-11-21,15,94,603,402,4645.44,22,15144
78,2022-10-11,14,68,604,400,1990.25,185,18745
79,2023-05-24,80,5,602,400,4722.66,102,45861
80,2024-01-03,25,31,602,402,3120.3,16,48511
81,2023-06-05,95,24,604,401,3599.67,14,40471
82,2023-11-02,19,11,602,400,2547.09,77,38297
83,2024-02-04,1,54,604,403,2890.09,107,35691
84,2024-03-09,47,82,604,400,4808.24,15,26371
85,2024-07-13,82,63,604,403,2204.85,61,47608
86,2024-04-30,92,87,602,403,4541.45,54,8305
87,2022-12-21,19,68,604,400,4856.05,11,40905
88,2024-11-14,66,33,604,403,4044.26,93,33404
89,2023-03-22,11,82,600,401,3056.62,101,11576
90,2023-12-05,24,62,603,400,165.22,21,11189
91,2023-07-31,49,80,604,402,1014.07,59,7333
92,2024-01-10,44,98,604,403,4447.14,27,30271
93,2024-08-27,77,18,604,401,3648.76,173,12705
94,2024-12-05,41,82,600,403,160.18,107,19944
95,2022-04-05,58,82,602,402,2361.71,81,11075
96,2023-03-12,53,43,602,401,2282.09,98,4145
97,2023-08-22,33,21,604,403,2721.04,22,30629
98,2022-05-31,92,43,603,400,907.54,70,15580
99,2022-12-24,10,97,603,401,2776.61,47,22324
100,2022-01-05,89,83,600,400,1052.78,144,9973
101,2024-08-27,72,47,602,402,3052.91,50,1851
102,2023-12-12,2,85,603,401,4517.71,77,4467
103,2024-12-31,67,34,600,400,4903.86,86,1857
104,2023-06-27,18,100,604,400,2451.15,133,8854
105,2024-01-21,42,26,604,400,2690.55,153,19147
106,2023-09-09,63,23,604,403,1428.22,58,18371
107,2022-03-01,64,1,604,403,4378.13,22,38860
108,2023-11-02,42,89,602,403,1507.83,45,19311
109,2024-09-20,96,13,603,400,3212.14,53,45540
110,2023-01-16,48,2,604,401,100.32,199,28784
111,2022-08-11,11,72,604,402,3243.71,24,11177
112,2023-10-24,75,5,600,401,2347.63,174,8432
113,2022-11-01,31,23,603,403,3610.14,145,23178
114,2024-03-02,78,89,603,400,580.7,157,18101
115,2024-08-01,42,70,600,402,2619.82,48,33535
116,2023-07-14,14,82,600,401,4516.55,152,32737
117,2024-11-25,60,91,604,402,553.75,18,2622
118,2024-03-21,93,28,604,400,3418.06,91,13417
119,2023-11-02,95,6,603,403,3225.69,135,44533
120,2022-03-25,4,33,602,400,1621.47,14,17844
121,2022-04-28,66,33,603,402,3714.48,111,14111
122,2022-07-13,15,4,603,403,3663.9,72,37985
123,2024-03-18,2,87,604,403,877.81,20,19190
124,2022-12-19,4,41,604,402,2369.58,142,26218
125,2022-09-05,11,15,604,403,2785.68,52,23582
126,2023-03-13,16,86,602,402,3159.94,62,4828
127,2024-08-13,64,25,602,403,4009.87,76,35332
128,2023-10-25,80,8,600,402,4481.24,84,37641
129,2024-11-22,27,6,600,403,2387.24,187,23758
130,2024-06-08,97,30,603,401,3120.39,156,8279
131,2022-08-18,78,11,602,403,4568.09,136,46992
132,2022-12-27,5,24,604,402,1671.39,79,19884
133,2023-11-06,32,8,603,400,109.96,8,5636
134,2022-05-15,73,25,602,401,4589.62,64,11012
135,2024-07-10,77,18,603,401,4157.08,161,19825
136,2022-07-19,26,75,600,400,2318.1,7,22094
137,2024-10-29,43,4,604,401,1567.15,75,17647
138,2022-12-29,85,20,604,402,3375.72,113,39172
139,2023-10-19,6,95,604,400,2447.48,141,13430
140,2023-06-22,42,92,604,402,2087.24,132,39277
141,2023-12-29,28,25,600,403,3017.44,125,41888
142,2024-11-26,4,26,602,400,2334.57,184,17941
143,2024-12-23,100,84,604,402,357.09,135,45057
144,2022-03-27,70,36,600,401,4065.85,16,17282
145,2023-08-23,55,61,604,400,845.68,161,19835
146,2023-12-28,80,36,602,400,1467.1,120,8550
147,2023-04-08,30,70,602,400,4848.81,160,36986
148,2024-01-16,20,50,600,401,4132.87,87,382
149,2022-03-10,17,57,603,402,1728.4,133,25652
150,2022-01-15,48,57,603,402,1172.67,102,3252
151,2024-05-13,82,46,600,401,4159.89,85,48680
152,2023-08-09,5,1,603,402,2720.32,190,48753
153,2024-11-21,27,13,600,403,4113.95,200,6678
154,2023-12-26,51,19,602,400,1462.8,88,1981
155,2024-05-14,41,54,602,402,4473.76,120,45545
156,2024-10-14,23,21,602,403,3859.11,57,28370
157,2022-11-14,82,56,602,401,3419.5,63,32900
158,2024-10-03,56,76,603,403,1153.85,175,42544
159,2022-04-20,39,42,604,401,2689.48,172,123
160,2023-10-03,10,24,600,402,1123.85,187,24105
161,2024-11-14,26,69,604,402,4265.28,115,19665
162,2022-01-26,95,16,602,400,4687.21,116,28699
163,2024-01-07,47,77,604,402,3814.96,77,36022
164,2024-03-27,39,1,603,400,4404.0,32,17490
165,2023-11-11,26,72,600,403,3619.87,82,5575
166,2023-10-06,75,46,600,403,4181.23,111,27045
167,2024-08-13,42,88,604,400,3425.46,179,14684
168,2023-12-31,40,45,604,401,2670.86,78,38017
169,2022-12-03,97,4,604,401,3078.95,54,22941
170,2024-02-06,24,51,603,401,2159.47,90,14653
171,2022-12-19,21,8,604,403,2438.27,80,27805
172,2022-03-16,2,73,602,401,4631.44,192,18831
173,2024-09-13,97,84,602,400,2730.43,31,10112
174,2022-08-23,49,48,602,400,2496.68,174,5294
175,2023-06-15,95,68,602,400,155.23,49,7419
176,2023-05-19,65,39,604,400,4184.73,189,26242
177,2024-05-06,23,28,600,403,4372.69,25,4965
178,2024-10-28,49,52,602,402,2047.15,7,33215
179,2024-02-25,32,21,604,403,2714.39,107,16198
180,2022-11-20,71,3,604,403,1136.42,188,31354
181,2023-11-12,81,82,600,402,2115.34,65,39308
182,2022-05-29,28,84,603,401,2976.12,101,49121
183,2024-10-31,88,88,603,401,462.56,107,19088
184,2024-05-12,99,64,603,400,4690.86,10,7143
185,2024-10-01,8,2,600,400,2350.85,61,43452
186,2023-02-18,23,18,602,403,1810.75,124,37487
187,2022-07-27,37,45,603,402,1075.21,50,15525
188,2024-04-27,68,15,604,400,4247.42,12,36616
189,2024-06-04,86,18,602,400,1481.26,73,34453
190,2024-07-06,79,45,603,400,3504.27,137,38913
191,2022-04-09,72,44,600,401,2443.11,127,4043
192,2023-12-07,60,77,604,402,407.65,59,30148
193,2022-07-06,73,2,602,403,3625.31,190,13609
194,2022-03-25,82,37,604,403,4120.34,67,14617
195,2024-06-19,87,23,604,403,3881.76,75,27450
196,2022-10-12,81,51,602,401,3284.44,183,47200
197,2023-03-20,6,97,600,402,3951.11,183,3242
198,2023-08-02,94,58,604,401,416.52,197,30183
199,2022-11-04,90,7,604,400,3677.37,179,18363
200,2022-08-10,33,99,603,401,4495.54,96,32024
201,2022-07-29,2,59,604,403,3328.45,34,45081
202,2022-03-09,25,71,602,401,1196.79,13,11296
203,2023-01-12,23,61,600,402,3279.89,181,43930
204,2024-04-16,69,92,600,400,4746.17,175,34154
205,2022-03-13,88,83,602,401,659.67,7,15753
206,2023-08-29,74,13,602,400,2343.76,115,48460
207,2022-11-20,8,68,604,401,990.1,113,19191
208,2022-04-09,10,80,602,402,2049.83,58,32930
209,2024-11-19,62,26,602,401,634.55,135,8325
210,2024-01-17,99,5,600,402,2523.76,150,46849
211,2023-01-26,99,44,604,402,4233.47,72,23343
212,2022-09-20,74,35,602,400,4008.64,187,37113
213,2024-05-05,59,21,600,400,4398.31,174,21956
214,2022-02-08,99,41,602,401,4687.46,18,12097
215,2024-11-19,45,61,604,401,1177.96,53,9857
216,2024-05-04,76,21,604,400,1106.59,160,29699
217,2023-06-19,72,82,603,401,2938.7,126,25240
218,2022-05-04,33,63,602,401,2906.34,96,37082
219,2024-04-08,21,64,604,402,2184.08,10,13599
220,2022-05-23,27,22,604,402,4951.1,122,9497
221,2024-05-14,44,26,600,401,277.09,63,30008
222,2023-09-30,66,90,604,402,4591.31,101,26798
223,2023-01-25,94,60,604,400,1540.01,71,42459
224,2022-06-18,47,48,600,401,2837.57,155,7685
225,2023-03-05,62,44,604,400,631.42,138,49810
226,2023-08-21,38,9,602,403,3845.1,47,7777
227,2023-05-10,24,87,600,402,3378.29,133,22946
228,2023-02-27,76,54,602,402,1398.71,150,11778
229,2022-04-12,23,48,600,400,1789.94,58,12781
230,2024-08-21,76,42,602,403,4680.3,192,30021
231,2023-06-15,62,80,603,400,143.33,113,32400
232,2022-07-12,3,82,604,402,1420.55,78,21499
233,2024-07-23,14,12,604,403,3412.07,89,17738
234,2024-06-19,76,54,600,403,2823.83,152,11833
235,2022-09-08,96,84,600,400,3454.61,37,15493
236,2023-08-14,22,70,603,403,445.78,186,21186
237,2022-06-12,90,3,600,402,407.34,72,39571
238,2024-08-01,85,93,604,402,2882.37,115,35587
239,2023-10-16,27,84,602,400,2870.86,95,21828
240,2023-06-02,98,81,604,400,1474.65,38,1964
241,2023-09-07,66,42,600,401,2910.78,88,46865
242,2022-01-09,77,46,603,403,1627.41,73,22983
243,2022-09-10,12,41,602,403,715.07,186,6145
244,2023-09-04,43,48,604,400,1211.88,194,19893
245,2022-07-17,96,77,604,400,2840.08,21,10738
246,2023-10-02,96,97,600,401,138.69,106,30632
247,2024-06-09,100,53,604,400,1286.03,36,7491
248,2022-01-22,34,83,600,401,2659.2,197,44564
249,2023-10-10,66,63,600,402,2571.67,184,3840
250,2023-12-08,16,64,604,402,2910.84,38,13484
251,2022-10-13,37,37,600,402,4378.23,66,48006
252,2024-08-26,6,22,602,400,4979.13,160,18815
253,2023-09-17,16,3,600,400,4583.09,62,9720
254,2022-11-06,57,86,602,402,4109.55,186,31357
255,2022-04-22,1,33,604,403,3322.71,5,21453
256,2022-08-07,54,48,604,403,2520.47,161,14943
257,2024-05-06,63,96,602,400,621.53,76,33358
258,2024-07-21,53,35,603,402,4094.86,162,18917
259,2023-03-13,5,40,604,402,4824.28,37,23189
260,2022-09-28,36,11,604,402,2189.25,96,38031
261,2024-07-05,43,84,600,403,4168.25,84,44064
262,2024-12-19,47,86,603,403,1358.71,19,1850
263,2024-10-28,56,43,602,402,2008.24,22,25240
264,2024-10-11,28,94,602,402,3698.64,164,31940
265,2023-06-16,26,28,600,402,336.84,192,31799
266,2024-12-12,71,79,603,403,3840.36,26,20888
267,2023-12-10,91,16,600,401,2445.03,2,10102
268,2023-11-06,18,93,604,400,1179.37,111,36769
269,2023-02-18,81,99,603,401,1537.5,200,15572
270,2024-05-16,19,7,604,400,3096.46,200,8422
271,2024-02-29,31,36,604,400,2600.96,14,25998
272,2023-02-13,65,88,600,403,2652.95,14,42502
273,2024-04-15,85,24,602,403,3817.83,57,11537
274,2022-07-05,19,88,602,400,2104.03,168,21255
275,2023-09-08,65,73,602,401,579.11,39,11971
276,2024-11-26,85,86,604,402,4874.77,48,403
277,2022-11-11,94,66,600,402,3927.4,110,23606
278,2024-09-03,85,35,602,401,2279.52,165,40714
279,2024-12-30,71,83,604,402,759.89,29,32412
280,2022-06-06,69,31,600,400,2911.15,171,47758
281,2023-07-05,37,45,600,401,1926.3,123,16839
282,2022-04-27,69,65,600,403,1302.53,45,37721
283,2023-07-29,14,21,600,403,3868.53,76,11388
284,2022-11-25,83,15,602,401,4252.35,198,36438
285,2022-09-05,61,16,602,401,4514.64,151,47047
286,2022-03-15,51,57,604,402,742.43,44,28984
287,2022-05-15,32,86,600,403,366.21,25,39479
288,2024-06-19,23,73,603,403,4886.14,4,29871
289,2024-08-31,38,94,602,401,3134.45,85,20610
290,2022-06-05,10,12,603,401,3264.26,150,15170
291,2022-10-19,90,58,604,402,866.05,136,36553
292,2022-11-21,98,96,600,402,3418.09,94,26431
293,2022-09-11,26,84,602,402,421.26,79,34814
294,2024-03-02,50,75,602,401,1495.3,163,26361
295,2022-03-26,89,83,604,402,1974.72,182,7673
296,2023-07-16,56,1,600,403,3619.99,58,31136
297,2023-02-15,73,30,600,401,3620.42,186,20211
298,2022-11-21,23,66,602,402,3664.45,181,350
299,2023-09-20,31,54,602,401,4617.5,115,6406
300,2022-03-31,2,82,603,403,4096.06,108,38769
301,2023-02-04,34,90,600,401,672.42,32,6678
302,2023-11-27,36,22,603,401,545.92,39,13452
303,2023-11-30,88,30,603,401,4096.36,187,1313
304,2022-03-15,90,17,604,403,297.93,2,41805
305,2023-10-08,100,95,604,403,3494.17,1,4095
306,2023-08-21,48,53,604,401,2327.16,142,45900
307,2022-08-04,16,85,600,402,2045.12,100,21830
308,2023-11-13,7,81,600,400,1418.36,11,16339
309,2022-07-15,41,57,604,400,3887.89,3,46036
310,2023-07-15,35,77,602,400,1358.86,160,10897
311,2022-10-27,66,51,602,402,239.35,98,8474
312,2024-09-14,23,28,604,403,4764.15,37,43315
313,2024-03-22,88,55,603,402,187.77,24,38838
314,2023-01-09,97,51,600,400,4054.46,116,33594
315,2023-10-21,94,21,600,400,1385.96,133,35974
316,2022-08-13,99,78,600,402,2707.13,82,163
317,2024-02-28,55,14,602,401,2632.18,45,10023
318,2024-09-26,11,85,602,401,1077.49,132,14582
319,2023-11-30,81,79,603,401,1611.89,4,41323
320,2022-07-28,33,58,603,403,1947.98,122,22520
321,2023-02-02,22,56,602,403,2623.07,192,45232
322,2023-10-20,18,38,600,402,3169.36,95,26769
323,2024-02-12,71,72,600,402,3809.52,60,48677
324,2023-11-24,58,37,602,402,3705.98,134,45212
325,2022-06-04,61,9,602,402,2105.54,115,48072
326,2022-09-29,89,70,602,401,3387.39,99,12558
327,2022-04-18,8,60,603,401,3058.61,103,44823
328,2023-12-10,23,29,603,402,981.57,166,12570
329,2022-02-28,32,48,603,400,4628.35,58,1641
330,2022-08-14,69,6,602,401,4849.44,122,9068
331,2024-07-07,31,4,602,400,1888.4,2,31149
332,2022-08-21,61,38,602,403,585.53,101,48764
333,2023-02-18,85,2,600,403,4445.36,57,1373
334,2022-06-29,73,25,602,402,4954.14,13,24365
335,2022-02-10,100,34,602,403,3365.86,102,43598
336,2023-11-20,65,57,602,401,640.44,11,27703
337,2023-02-09,99,9,600,401,3982.44,82,36016
338,2022-09-29,45,25,603,401,4454.94,63,12311
339,2023-08-12,11,53,604,400,430.56,25,43875
340,2022-03-08,98,65,602,400,1038.93,64,48151
341,2022-06-10,39,40,603,403,3966.17,123,12976
342,2023-01-03,1,45,604,403,681.93,41,4595
343,2024-10-20,53,21,600,400,1460.01,110,35581
344,2022-08-19,5,41,600,403,2662.43,56,14988
345,2022-09-12,7,87,600,402,4184.22,161,6652
346,2024-02-27,35,80,604,400,2085.19,50,5496
347,2023-11-19,89,94,603,400,990.61,144,21156
348,2023-04-26,18,87,602,403,2806.73,113,40863
349,2022-09-11,44,58,600,401,768.04,74,43456
350,2023-09-02,75,51,603,403,2572.82,24,7929
351,2024-11-19,3,70,604,403,722.85,28,20614
352,2023-08-29,67,41,604,403,4432.57,3,48825
353,2022-06-04,82,40,602,402,1191.24,7,49103
354,2022-10-29,15,70,602,400,1522.29,11,10613
355,2023-01-04,39,57,603,400,4899.89,68,21669
356,2024-02-16,27,71,603,401,4484.93,180,25699
357,2023-04-02,2,66,600,401,4866.54,157,6318
358,2022-09-27,11,51,600,401,1335.99,19,4006
359,2022-08-30,26,35,600,401,98.44,156,29620
360,2022-02-26,24,69,602,403,1859.7,198,28190
361,2022-12-27,3,92,602,402,3400.1,28,25264
362,2022-06-07,31,47,600,402,2501.87,58,23786
363,2024-04-05,58,8,600,401,255.13,152,38969
364,2022-03-22,96,70,603,403,3212.79,22,948
365,2024-05-08,13,45,603,402,3161.5,79,44540
366,2024-08-31,57,29,604,401,302.97,164,12479
367,2023-03-01,5,52,602,400,4285.36,22,42476
368,2022-02-01,16,13,600,401,2880.73,96,23124
369,2023-05-02,15,48,600,402,2853.36,17,39601
370,2022-04-23,39,34,600,400,2248.22,150,45014
371,2022-12-30,29,19,604,403,190.5,65,34070
372,2024-02-05,16,34,604,403,453.22,136,30689
373,2023-08-18,77,24,604,401,4958.83,73,13512
374,2024-08-23,100,93,603,401,1437.69,172,37375
375,2023-08-03,35,93,600,402,2636.98,79,39443
376,2022-01-11,92,84,604,403,3339.29,64,3320
377,2023-03-06,15,57,602,403,527.96,199,20162
378,2022-08-26,83,5,604,403,3616.73,27,43100
379,2022-03-25,74,4,604,401,627.27,70,35484
380,2022-04-02,17,79,602,403,2667.77,28,633
381,2022-03-27,39,82,602,401,648.62,151,3297
382,2023-02-23,49,4,604,400,2300.04,180,31169
383,2023-04-01,88,91,600,403,3762.92,138,4305
384,2024-05-31,74,87,603,402,1942.38,187,32277
385,2024-03-07,10,59,600,401,677.38,188,24182
386,2024-08-19,57,13,603,401,1787.7,64,45729
387,2022-06-18,39,49,602,401,1990.69,129,8568
388,2022-08-17,26,22,604,403,1362.36,128,30168
389,2022-05-18,24,79,602,400,1251.71,141,8899
390,2024-01-05,14,93,600,403,3298.04,159,3667
391,2023-09-30,21,100,600,402,1396.68,67,30683
392,2023-09-05,23,41,604,400,2494.57,54,48892
393,2024-09-22,68,22,604,403,2079.39,22,39279
394,2022-03-20,93,65,604,401,80.6,199,33919
395,2024-10-18,4,27,602,400,4664.91,152,42596
396,2023-03-03,75,22,602,403,2723.31,17,4629
397,2024-06-29,11,59,602,403,764.51,200,47744
398,2024-06-12,82,39,604,401,1964.75,178,12155
399,2024-04-11,15,3,600,401,3749.06,174,37548
400,2023-11-19,86,14,604,401,4578.98,162,2115
401,2022-07-10,11,9,603,402,1337.86,51,37162
402,2023-08-31,37,59,600,403,1755.44,172,40102
403,2022-01-03,24,20,602,400,1741.54,109,11957
404,2024-07-24,7,29,600,402,1098.65,5,46446
405,2024-01-23,87,84,603,402,108.02,80,32703
406,2023-04-17,44,22,602,400,3182.38,185,6646
407,2024-07-07,9,65,600,402,2081.73,69,38764
408,2024-03-27,97,4,604,401,3843.58,193,47543
409,2023-10-07,92,18,600,400,4483.07,52,38791
410,2024-04-26,86,64,600,400,1401.56,84,38593
411,2024-02-18,15,10,602,401,4189.99,188,3917
412,2022-05-08,8,77,602,402,571.46,75,11042
413,2023-06-26,17,31,600,401,2028.93,157,34042
414,2024-06-21,86,81,600,402,3470.88,4,26619
415,2024-06-05,86,43,600,400,914.94,16,32808
416,2024-02-20,71,79,604,400,3591.25,90,12159
417,2023-11-03,49,18,603,401,2933.55,176,25345
418,2023-01-19,89,15,602,402,212.55,127,9417
419,2024-05-05,34,72,603,402,2094.31,34,28043
420,2023-12-16,18,94,602,402,1882.12,168,10803
421,2023-11-18,65,28,604,400,1703.43,124,46794
422,2024-08-02,80,13,602,401,1806.04,2,44585
423,2022-01-24,51,77,604,402,3328.84,93,17316
424,2022-01-23,51,51,603,401,1489.95,140,8594
425,2022-01-30,52,33,603,403,349.76,95,7180
426,2023-10-11,16,34,600,402,4551.62,135,28965
427,2023-01-29,98,46,604,400,2939.41,190,18463
428,2024-09-05,88,9,600,402,2558.59,143,32563
429,2022-05-15,67,90,604,400,1611.94,176,35736
430,2023-02-02,85,83,600,402,3793.09,173,3640
431,2024-01-24,28,99,604,401,2348.89,68,9992
432,2022-02-26,3,33,604,401,1790.87,18,24378
433,2022-01-16,64,7,603,400,3515.55,185,22633
434,2023-05-26,5,3,602,400,2445.7,45,34157
435,2023-05-30,16,39,603,401,3566.12,25,25399
436,2022-03-17,65,29,600,402,3771.44,13,1167
437,2022-08-07,9,68,600,400,1416.14,155,5991
438,2024-04-13,44,62,602,403,2749.29,26,46371
439,2022-05-04,98,26,604,402,2149.46,136,28873
440,2022-08-22,53,97,604,402,780.17,161,34878
441,2022-07-21,67,9,602,400,1670.62,64,16362
442,2022-08-03,55,49,600,400,1867.37,146,2187
443,2022-05-13,41,89,603,401,4787.47,28,23245
444,2022-05-25,71,24,600,401,3653.75,173,48876
445,2022-02-11,26,15,603,402,1327.05,199,37853
446,2022-01-19,40,28,604,402,3020.76,4,8410
447,2024-09-03,74,73,603,401,4570.25,150,27199
448,2024-09-13,63,29,602,402,4170.29,199,38565
449,2023-02-14,76,27,600,401,3317.9,200,31614
450,2022-06-19,15,16,602,403,616.65,155,6270
451,2022-06-14,57,71,600,403,3745.09,161,40286
452,2024-12-28,19,29,600,403,1359.51,161,3324
453,2023-08-06,78,46,603,402,1692.57,39,7951
454,2022-08-17,33,13,602,401,4406.73,143,15304
455,2022-02-11,69,57,602,403,1755.71,31,3461
456,2024-05-30,9,56,603,402,296.13,96,28642
457,2022-07-06,26,9,603,400,2008.03,50,27922
458,2022-11-16,24,12,603,400,1966.64,104,47626
459,2023-09-26,87,92,604,403,2769.72,171,16527
460,2024-11-11,3,45,604,401,1119.78,12,17926
461,2022-11-02,57,86,600,403,2268.58,90,42980
462,2024-06-24,63,84,602,401,3477.78,38,11531
463,2023-03-30,2,91,603,402,1968.05,156,27796
464,2024-01-15,48,49,600,403,4268.26,101,22424
465,2024-02-19,15,18,602,403,2346.39,113,12172
466,2022-09-07,1,72,603,400,1379.84,169,22197
467,2022-12-09,30,66,602,400,2683.32,61,33876
468,2023-07-05,57,2,602,400,3061.73,175,32390
469,2022-01-11,31,40,603,401,2469.04,100,26431
470,2022-11-01,12,26,603,403,2249.33,6,6846
471,2022-10-10,14,12,600,402,4811.05,28,17161
472,2024-02-21,68,67,602,401,3260.3,176,1029
473,2024-12-14,92,89,600,402,3231.34,90,29906
474,2022-12-20,75,43,604,400,2756.22,46,34595
475,2023-12-20,74,10,603,401,2795.97,85,12203
476,2023-10-27,39,57,604,403,2854.08,117,5087
477,2023-03-28,68,34,600,403,1072.23,56,23718
478,2024-12-10,88,19,604,402,1583.78,70,39430
479,2024-01-10,85,86,600,402,81.93,9,1430
480,2023-01-09,21,93,603,403,2633.54,105,17426
481,2023-04-15,85,69,602,402,2689.68,149,25203
482,2023-08-28,96,23,603,403,3708.9,162,31912
483,2024-09-22,88,85,602,403,1067.56,171,14244
484,2022-03-26,34,83,603,403,1118.57,139,10937
485,2022-03-28,18,84,604,401,4239.19,105,1197
486,2023-04-25,52,59,603,401,4337.56,22,19244
487,2024-06-26,64,26,604,402,3193.02,122,32710
488,2022-09-07,37,48,602,400,4969.93,133,39247
489,2023-05-14,95,2,600,402,2719.53,131,40235
490,2023-02-21,84,63,604,400,4299.87,162,33806
491,2022-09-05,6,90,603,401,3459.08,143,7248
492,2024-11-03,92,20,604,402,4505.87,98,13218
493,2024-01-06,27,56,603,400,4379.66,53,218
494,2024-06-22,25,88,602,402,4745.88,163,46597
495,2024-09-28,16,46,600,403,1618.57,198,45039
496,2022-01-22,19,9,603,402,173.01,190,48504
497,2022-06-05,74,1,602,402,2686.42,138,37799
498,2023-04-19,99,22,600,403,266.4,154,28951
499,2024-09-15,62,6,600,401,3802.16,53,49273
500,2022-03-19,65,99,603,400,1521.96,108,30098
501,2022-02-15,83,74,600,401,3418.68,107,45981
502,2023-11-20,100,13,602,401,271.3,199,22017
503,2023-12-30,63,36,604,402,4491.81,112,9627
504,2024-11-15,46,25,603,401,4907.56,21,4378
505,2024-03-02,37,76,600,401,490.25,130,25974
506,2023-08-21,27,47,600,400,2213.96,124,39999
507,2023-07-17,27,79,600,402,4029.55,133,16725
508,2024-07-24,25,17,603,402,551.85,91,5777
509,2024-05-09,18,31,603,403,83.15,116,20245
510,2023-06-28,99,42,602,400,4589.86,105,7694
511,2022-03-19,3,35,604,400,2898.18,10,44620
512,2024-11-03,54,25,603,401,4034.6,197,31224
513,2022-02-20,26,12,603,401,467.87,130,38998
514,2022-08-28,31,76,600,400,2578.18,103,16358
515,2023-09-28,91,55,602,400,4922.09,166,45757
516,2023-09-26,59,22,603,400,4518.53,180,19046
517,2023-01-11,3,25,604,402,3719.92,136,48112
518,2022-07-17,41,15,603,401,3693.58,147,18368
519,2023-05-29,93,46,603,401,4089.73,130,13634
