sale_id,date,customer_key,product_key,sales_rep_key,region_key,vendor_key,amount,units
72,2023-04-27,689,40,58,401,151,83.07,13
73,2024-08-31,626,99,19,403,425,10846.06,454
74,2023-02-03,736,90,99,403,410,1178.75,125
75,2022-01-12,915,97,198,400,798,2522.26,218
76,2024-11-26,476,7,143,401,940,3758.4,435
77,2022-10-01,821,60,171,402,973,12283.38,387
78,2024-10-30,437,71,115,401,762,8504.08,442
79,2023-06-15,770,32,164,402,785,8235.36,399
80,2023-05-05,282,57,20,402,241,2111.2,140
81,2022-06-15,142,20,60,403,711,2069.01,79
82,2022-05-12,425,53,85,403,426,358.72,32
83,2024-05-10,399,99,150,400,878,12614.47,451
84,2024-02-19,489,1,91,402,772,6120.0,200
85,2024-05-08,552,96,189,401,500,1490.47,113
86,2024-09-21,30,50,87,403,742,2568.7,85
87,2022-09-19,638,69,7,403,607,7193.21,289
88,2022-06-21,659,55,35,403,187,332.8,26
89,2023-11-02,217,59,84,402,780,7382.87,451
90,2024-05-13,259,11,121,400,768,1817.12,277
91,2023-12-18,230,84,18,400,773,535.84,16
92,2023-02-13,860,3,160,401,245,1248.65,65
93,2022-08-23,578,28,120,402,786,1895.67,189
94,2022-08-23,797,21,80,400,593,460.18,14
95,2024-02-08,407,92,51,400,607,10591.68,354
96,2023-05-13,105,90,198,402,871,8076.51,351
97,2022-09-05,816,73,11,402,546,5467.0,220
98,2022-05-22,519,83,88,400,870,6408.72,216
99,2022-08-05,444,47,163,403,725,1426.74,79
100,2024-12-04,989,84,70,403,477,6668.48,224
101,2023-07-04,331,32,23,402,903,2845.92,231
102,2024-08-09,584,79,172,403,345,297.45,15
103,2023-10-28,187,63,55,402,817,2022.93,133
104,2023-07-20,570,2,133,401,88,3298.4,124
105,2024-09-27,569,98,62,403,662,7197.8,365
106,2022-02-05,96,38,57,403,709,1773.75,125
107,2024-01-26,485,71,136,402,436,8216.82,382
108,2023-12-22,720,59,70,402,258,1025.78,119
109,2023-01-30,324,16,191,401,197,3014.76,111
110,2023-07-21,742,76,195,402,103,4620.14,427
111,2023-04-11,370,23,78,400,726,2411.2,274
112,2022-04-04,998,7,142,402,715,4254.36,484
113,2024-10-02,106,2,147,402,481,4479.66,246
114,2023-01-13,989,7,65,403,117,2930.16,421
115,2024-10-04,76,74,162,400,156,2258.41,77
116,2023-09-15,88,32,31,403,621,8788.32,306
117,2023-04-08,795,67,98,403,931,3159.84,227
118,2024-05-28,313,73,159,400,625,13382.4,492
119,2023-03-02,641,28,68,400,161,1255.83,123
120,2022-06-03,161,1,105,403,706,5825.5,305
121,2022-03-08,238,37,181,402,720,8211.42,441
122,2023-04-24,947,34,161,401,436,1259.06,59
123,2022-11-02,931,35,37,400,62,2446.3,85
124,2023-08-15,450,16,120,402,717,6888.96,207
125,2024-10-21,553,64,113,400,613,665.28,21
126,2023-10-23,619,33,7,400,235,12438.39,493
127,2022-02-12,784,87,69,400,782,3980.88,388
128,2024-11-28,668,57,72,401,600,5384.96,224
129,2024-10-04,993,12,121,402,419,2501.73,171
130,2022-08-03,879,21,85,403,711,3467.1,254
131,2024-03-31,834,98,141,400,466,664.24,46
132,2023-10-25,119,99,104,400,674,9490.88,446
133,2024-04-26,56,25,133,402,638,7740.6,388
134,2024-06-24,779,7,53,402,563,2232.44,68
135,2024-06-16,902,90,125,400,30,11926.1,499
136,2023-05-06,727,21,80,400,566,1630.2,209
137,2022-08-21,473,16,166,401,511,12667.0,478
138,2024-11-08,723,35,107,403,484,2337.5,125
139,2022-10-24,393,25,154,401,885,478.44,36
140,2024-04-29,349,65,69,400,290,5193.12,372
141,2024-09-29,887,20,115,403,354,3686.76,171
142,2024-02-12,467,42,49,401,586,2365.97,197
143,2024-04-21,45,41,191,403,723,13731.12,468
144,2024-03-01,680,84,39,403,988,167.01,19
145,2023-11-11,891,13,113,400,539,8737.57,467
146,2022-10-23,420,84,40,400,481,13666.08,401
147,2023-11-25,639,89,102,400,873,5166.33,169
148,2024-12-28,390,41,161,403,894,1690.24,278
149,2022-05-21,241,81,176,402,233,2952.93,383
150,2022-07-21,779,82,181,400,455,2220.52,86
151,2022-03-01,48,42,15,402,368,3440.64,192
152,2023-05-16,544,53,145,401,175,663.3,90
153,2024-02-23,635,88,62,403,935,2777.71,299
154,2024-08-02,654,33,118,402,683,159.85,5
155,2024-08-10,923,37,174,401,76,7572.72,227
156,2023-09-05,655,55,177,402,468,6087.98,433
157,2024-02-27,874,62,28,401,391,4620.61,293
158,2023-08-29,717,38,6,403,282,109.9,5
159,2022-04-11,933,78,191,403,853,14857.67,463
160,2023-04-17,622,46,57,401,636,3267.57,129
161,2022-10-08,644,13,161,400,317,7360.88,404
162,2024-01-18,750,17,24,402,335,6691.01,383
163,2023-02-16,136,70,94,402,851,1080.35,85
164,2024-09-13,991,38,192,402,824,1123.95,59
165,2022-06-04,145,97,58,403,991,12646.76,434
166,2024-01-20,93,51,4,402,550,1192.96,64
167,2023-06-21,599,49,164,402,111,4155.46,346
168,2022-02-21,635,72,84,401,664,793.98,33
169,2024-08-08,932,90,78,403,120,457.92,72
170,2022-03-18,312,64,30,400,241,9614.15,455
171,2024-03-06,465,48,172,403,602,10210.8,381
172,2024-04-29,671,13,126,403,962,6534.32,488
173,2024-01-29,223,57,114,401,876,1484.28,186
174,2024-01-23,558,83,92,400,408,1517.98,142
175,2022-09-08,972,59,24,401,658,7514.48,328
176,2022-02-13,52,43,63,401,806,3236.4,290
177,2023-03-01,601,28,60,402,793,2178.16,76
178,2022-01-06,284,19,34,402,818,747.0,90
179,2022-02-22,135,2,92,401,603,908.02,166
180,2023-06-28,54,17,190,403,539,1614.83,59
181,2024-09-02,460,100,93,400,463,3005.7,258
182,2022-03-30,745,85,134,402,470,11193.6,330
183,2022-05-05,491,52,110,400,503,11785.85,365
184,2022-05-31,921,11,83,401,68,861.25,65
185,2023-10-28,391,77,136,402,465,5998.44,259
186,2022-07-23,813,90,30,401,441,7340.48,232
187,2024-04-27,348,59,103,403,748,704.62,49
188,2023-10-03,682,33,96,401,704,9095.79,473
189,2022-07-06,852,11,24,403,99,10375.12,382
190,2022-09-24,570,8,151,402,687,1091.16,63
191,2024-05-16,889,93,14,402,615,2488.0,160
192,2024-11-05,218,20,169,403,230,3580.5,434
193,2024-01-23,118,98,72,401,827,6677.0,220
194,2022-02-23,624,85,178,402,30,1227.6,93
195,2023-09-25,944,44,90,400,186,4147.8,446
196,2024-03-31,72,19,190,400,94,8008.53,383
197,2024-02-10,430,59,88,401,379,4264.0,160
198,2022-06-23,905,7,40,401,773,2057.33,317
199,2022-06-17,279,57,170,403,498,5678.86,311
200,2023-07-14,221,97,132,400,354,1840.93,221
201,2024-09-23,540,86,79,400,226,7009.59,203
202,2022-04-23,8,27,78,401,786,1982.32,71
203,2023-08-16,336,16,2,403,765,2269.67,221
204,2024-02-18,546,91,59,402,74,6293.4,204
205,2022-03-28,447,3,118,400,883,3585.47,161
206,2024-04-08,727,82,107,402,118,1171.04,208
207,2023-10-28,176,80,118,402,91,6793.92,224
208,2023-05-14,447,76,103,400,406,6382.26,446
209,2023-11-27,227,43,200,401,79,6288.0,262
210,2024-12-22,523,25,199,402,360,12588.75,373
211,2022-10-30,242,14,38,402,203,2053.23,89
212,2022-06-04,182,99,161,403,476,8479.17,387
213,2024-07-08,698,73,165,402,885,11862.36,498
214,2022-11-06,451,9,121,403,647,4506.84,156
215,2022-04-26,361,65,19,402,473,1422.16,232
216,2024-01-26,852,37,20,400,630,6164.05,305
217,2024-08-05,595,71,190,400,461,13649.14,466
218,2023-01-21,330,78,122,401,981,592.64,32
219,2023-12-05,732,11,130,401,41,3331.21,127
220,2024-06-18,537,67,157,401,373,6215.14,191
221,2024-03-04,419,100,87,400,809,7912.08,324
222,2022-05-15,338,13,143,403,291,3472.3,130
223,2022-11-04,342,11,150,401,939,2575.8,180
224,2024-03-13,133,77,182,400,318,4678.1,287
225,2023-11-04,833,17,172,400,662,6088.8,344
226,2024-01-12,19,47,80,401,974,1677.5,110
227,2024-09-22,197,29,36,401,80,4610.16,152
228,2022-07-27,520,99,139,400,678,5413.17,173
229,2022-09-26,612,49,40,401,186,10986.54,426
230,2022-12-06,739,57,12,403,374,9226.73,347
231,2024-06-28,626,37,193,403,240,3337.32,274
232,2024-08-18,926,25,95,403,473,5299.3,394
233,2024-02-22,515,68,108,401,837,2991.12,103
234,2022-10-11,894,33,14,403,896,4133.24,191
235,2022-07-30,729,67,32,402,86,3835.71,391
236,2024-07-09,928,66,38,403,94,15675.2,485
237,2024-07-12,906,45,7,403,55,4072.18,203
238,2023-04-28,396,11,96,401,29,5398.88,164
239,2023-11-18,811,19,36,400,294,14048.3,470
240,2022-10-12,778,91,121,403,631,96.54,3
241,2022-02-08,263,28,39,403,114,5428.72,398
242,2023-09-09,125,7,62,403,655,9637.76,407
243,2022-05-09,114,64,153,400,648,5874.0,264
244,2022-10-22,299,55,1,402,247,5127.5,293
245,2022-06-25,537,47,18,400,400,8556.8,448
246,2024-03-03,383,33,192,400,366,2840.12,404
247,2023-05-09,751,85,161,400,791,8063.88,298
248,2023-11-12,137,6,91,402,834,3382.5,330
249,2024-08-09,713,62,162,401,831,482.3,70
250,2024-07-26,38,38,52,400,811,3251.71,103
251,2023-10-09,956,40,132,403,835,5356.8,279
252,2022-03-16,772,83,49,402,366,12566.06,442
253,2023-11-11,280,16,95,403,911,5596.5,205
254,2024-03-02,348,24,128,403,377,13708.08,474
255,2023-07-01,821,11,187,403,81,5098.47,221
256,2023-01-05,559,38,83,400,82,4171.44,168
257,2023-09-20,457,78,184,403,171,6485.28,354
258,2024-07-04,44,94,91,403,282,11283.2,328
259,2022-04-28,77,86,164,403,373,7634.89,263
260,2022-11-24,976,4,37,403,36,456.3,65
261,2024-01-21,371,50,146,400,620,2004.23,79
262,2024-01-30,381,57,196,400,588,1482.48,71
263,2024-03-26,322,84,72,401,984,341.02,59
264,2023-01-17,512,67,100,400,269,5085.57,397
265,2024-07-02,220,79,74,403,205,571.41,63
266,2022-06-01,463,23,183,403,90,10565.9,415
267,2023-10-17,684,45,182,400,564,3811.38,278
268,2023-09-07,872,21,183,401,813,3768.36,186
269,2022-09-06,206,18,61,403,27,3999.7,185
270,2024-01-26,479,71,34,400,68,2693.46,159
271,2024-09-07,539,53,197,403,844,2126.95,295
272,2023-10-12,658,10,116,403,697,4065.1,265
273,2023-01-08,787,17,111,400,852,1314.56,64
274,2023-09-15,169,21,83,401,355,16149.78,486
275,2023-08-05,867,11,65,401,651,10549.7,490
276,2022-09-14,641,39,158,400,515,3309.74,329
277,2022-11-12,176,85,160,402,863,10385.34,474
278,2022-02-28,84,6,165,402,667,3025.08,108
279,2024-05-03,633,82,8,403,911,6881.14,322
280,2023-09-11,495,32,176,403,305,1675.27,233
281,2022-05-03,162,57,107,403,476,1597.05,105
282,2022-10-22,321,92,82,402,999,1828.6,205
283,2024-01-29,528,72,28,402,248,2074.52,239
284,2024-07-09,254,19,25,400,298,8012.2,485
285,2024-05-06,255,21,84,402,195,3823.98,391
286,2024-11-20,479,64,79,403,24,1567.92,47
287,2024-11-01,469,31,56,402,50,349.44,26
288,2024-08-21,293,69,3,400,442,2171.43,69
289,2024-01-20,783,52,94,400,411,596.97,27
290,2023-02-03,372,71,74,400,396,4794.09,259
291,2023-07-27,846,80,175,400,132,3950.0,500
292,2024-02-04,814,44,143,402,774,811.78,74
293,2024-11-08,412,65,11,400,40,1875.11,71
294,2024-08-28,532,59,39,401,336,11157.03,477
295,2022-11-29,403,79,190,402,608,3498.06,173
296,2024-11-09,546,63,182,402,487,2299.0,418
297,2023-11-10,690,15,107,402,816,12336.36,461
298,2022-02-24,612,61,68,401,739,607.77,27
299,2022-12-16,537,81,185,403,152,10701.82,421
300,2022-03-06,587,90,29,401,20,3256.66,226
301,2022-11-07,423,89,53,403,514,9265.98,397
302,2024-08-23,894,95,187,400,723,1459.76,71
303,2023-10-28,679,62,135,403,322,4998.0,490
304,2024-12-27,351,70,91,402,625,2670.96,248
305,2023-05-20,286,72,77,401,965,17200.53,499
306,2023-08-15,722,27,177,403,325,3803.16,246
307,2023-07-15,295,16,147,403,918,5998.65,203
308,2022-10-27,298,6,74,400,355,8659.98,474
309,2023-06-10,766,62,55,401,848,3623.88,276
310,2023-07-11,141,14,158,401,249,652.6,26
311,2024-12-23,232,82,60,400,103,3160.92,212
312,2024-08-25,103,88,198,401,6,10625.94,494
313,2022-11-20,417,84,122,403,667,2851.04,103
314,2023-08-12,329,37,166,400,930,3025.92,394
315,2023-04-21,548,95,186,400,936,4838.0,472
316,2022-12-27,957,5,102,403,191,13185.6,480
317,2023-08-16,898,5,3,402,582,2539.98,309
318,2023-11-18,292,59,165,403,911,4343.43,481
319,2024-10-29,480,35,50,400,339,2262.12,84
320,2023-06-11,736,24,4,402,810,3348.56,152
321,2023-01-31,180,79,164,403,847,4480.74,219
322,2022-06-27,411,86,25,401,144,3603.95,245
323,2023-05-24,7,34,99,401,458,5021.86,386
324,2023-11-07,310,75,186,400,268,5289.65,335
325,2023-04-29,64,86,31,403,315,1407.12,82
326,2024-10-26,946,91,198,402,707,1473.76,61
327,2023-08-28,377,79,57,401,981,1335.15,69
328,2024-07-20,766,78,96,403,719,9131.16,282
329,2023-03-24,781,32,175,400,539,4774.65,229
330,2024-01-11,80,73,29,400,849,9017.29,281
331,2023-02-19,587,69,39,401,336,9027.18,438
332,2022-08-27,697,27,184,403,94,9362.91,461
333,2022-04-24,465,17,132,403,468,1944.97,289
334,2024-08-04,689,40,186,400,406,3863.19,131
335,2023-03-23,593,10,12,403,353,2480.69,359
336,2022-05-04,958,9,121,400,294,2184.0,210
337,2022-10-05,785,83,187,403,384,7526.79,457
338,2024-02-13,385,11,175,401,670,6804.63,441
339,2023-01-01,551,51,136,401,746,3454.6,115
340,2022-02-16,306,60,173,403,545,5791.5,195
341,2023-05-22,472,45,40,402,194,15004.8,480
342,2022-08-20,33,85,108,400,247,744.12,106
343,2022-03-10,458,77,173,400,251,2405.4,380
344,2024-06-17,240,70,56,400,144,8978.4,258
345,2023-04-25,836,94,148,402,592,8651.26,307
346,2023-10-19,243,39,37,401,424,2040.5,154
347,2022-12-25,642,87,110,403,49,7634.34,498
348,2024-02-20,805,68,82,403,419,1078.0,77
349,2023-01-12,773,69,122,401,870,1626.32,116
350,2022-10-23,826,60,15,403,992,4648.08,214
351,2022-10-02,398,32,66,401,339,2446.84,332
352,2024-07-10,868,48,24,401,53,2252.16,138
353,2022-03-22,895,10,49,401,491,3325.56,107
354,2023-11-13,311,2,55,401,986,3237.6,380
355,2024-09-07,937,32,179,401,407,5712.42,469
356,2023-10-21,795,37,98,403,547,5254.74,333
357,2023-06-20,369,66,128,403,101,14189.28,412
358,2024-08-19,780,41,53,402,321,1350.44,212
359,2023-03-30,760,19,5,402,567,10787.08,479
360,2024-05-05,303,20,51,402,236,4307.55,195
361,2023-05-19,512,71,168,402,264,11593.15,391
362,2024-10-01,472,22,188,402,174,1915.92,72
363,2024-09-27,189,70,165,400,537,543.06,18
364,2022-06-02,968,86,13,400,423,2149.88,71
365,2023-04-19,70,91,39,400,224,4838.12,259
366,2022-05-04,633,82,171,403,676,1367.5,250
367,2024-12-25,565,53,4,400,543,4898.8,370
368,2023-08-11,18,65,179,403,826,15563.78,482
369,2022-08-08,941,13,135,401,247,2335.41,99
370,2023-06-01,835,46,69,403,81,6485.76,192
371,2024-07-29,579,32,179,401,308,10473.84,351
372,2022-06-15,670,84,195,400,96,3407.04,208
373,2024-09-01,58,82,3,401,85,7772.16,256
374,2023-11-10,580,13,136,400,236,3492.36,109
375,2024-08-31,278,6,20,402,921,6112.89,279
376,2022-03-09,184,41,5,401,602,2040.18,74
377,2024-03-26,952,10,77,401,578,2728.0,124
378,2024-03-07,694,70,85,403,774,3486.8,379
379,2022-06-10,513,96,89,400,101,2679.04,224
380,2022-06-05,349,78,197,403,993,5871.63,397
381,2023-07-14,803,58,126,401,365,9437.32,284
382,2024-06-03,191,88,150,403,88,9329.76,396
383,2023-05-20,731,10,22,402,158,5138.25,195
384,2022-11-12,758,50,82,402,110,242.52,47
385,2023-09-24,456,47,195,402,105,518.16,68
386,2024-06-01,460,72,143,403,106,107.66,14
387,2022-07-10,612,77,84,403,13,2611.5,150
388,2022-06-23,743,72,63,401,702,1967.55,195
389,2023-07-05,309,35,127,401,65,1551.44,86
390,2024-05-12,307,62,20,402,258,6001.6,484
391,2024-10-12,609,79,51,403,110,989.8,70
392,2024-03-21,341,80,98,402,451,3082.24,172
393,2022-10-06,308,42,155,401,491,1663.13,161
394,2024-03-26,992,41,75,403,991,8395.7,295
395,2023-10-30,386,36,101,402,117,10477.76,478
396,2023-01-04,699,99,141,400,976,7031.05,373
397,2023-03-06,449,38,178,400,839,12558.45,435
398,2024-04-17,690,64,36,402,248,3218.8,130
399,2024-05-16,809,49,19,403,613,5527.62,246
400,2024-12-30,519,89,108,400,810,7831.84,496
401,2022-06-24,112,99,64,402,171,7762.16,332
402,2024-03-29,991,97,85,403,109,47.76,6
403,2023-03-31,523,96,133,401,457,3212.16,192
404,2024-10-21,155,45,7,403,108,2656.96,152
405,2022-06-25,119,94,37,402,320,3284.16,176
406,2023-02-28,534,62,90,403,100,5998.5,225
407,2024-07-15,327,9,77,400,830,3075.8,364
408,2023-12-04,664,14,174,401,953,4681.6,380
409,2022-12-24,566,21,85,403,982,2834.52,237
410,2024-04-09,645,24,48,403,406,406.8,15
411,2023-02-09,461,76,110,403,5,4129.84,361
412,2023-07-25,771,91,17,400,819,9436.17,447
413,2024-01-20,334,26,118,400,269,10622.72,344
414,2024-12-16,990,82,81,403,626,4544.61,201
415,2023-12-14,361,59,159,401,834,9032.1,345
416,2023-09-02,941,79,152,400,689,993.6,69
417,2023-05-04,313,15,47,402,711,1483.36,73
418,2024-05-06,611,18,148,403,434,1881.6,96
419,2022-12-21,569,22,126,402,144,1386.24,96
420,2024-07-12,635,7,92,400,497,759.5,70
421,2024-02-26,987,72,130,403,419,6932.25,351
422,2024-06-28,501,22,22,400,815,4531.8,390
423,2022-03-08,282,29,138,402,173,7488.0,400
424,2024-10-11,563,66,29,400,275,8452.13,397
425,2024-01-22,556,97,11,403,560,3885.28,112
426,2022-07-29,754,84,193,401,305,15671.04,448
427,2024-07-10,270,45,23,403,887,1724.47,61
428,2023-05-01,215,95,151,402,882,8484.84,364
429,2024-05-26,170,79,36,401,834,3090.96,106
430,2023-12-20,546,36,153,401,332,4974.58,361
431,2023-07-02,976,66,174,400,139,13557.5,493
432,2024-04-22,941,8,71,401,719,3987.12,444
433,2022-10-27,729,42,64,403,502,1629.36,73
434,2023-07-05,643,54,97,403,78,9373.0,325
435,2022-07-10,413,66,192,402,712,15033.6,480
436,2024-07-20,974,63,84,400,890,12076.74,397
437,2022-07-10,749,59,163,402,871,952.71,33
438,2024-03-25,224,55,55,403,275,4955.1,166
439,2023-11-23,561,74,34,403,808,5600.32,176
440,2022-04-10,48,13,161,403,17,2104.32,64
441,2022-11-20,452,59,1,403,208,11394.84,353
442,2023-09-11,163,36,24,402,257,694.88,43
443,2022-12-05,54,51,161,402,744,9929.94,359
444,2024-05-29,672,12,181,400,2,2123.0,110
445,2022-09-29,608,29,133,403,10,129.35,5
446,2022-09-04,881,55,178,401,490,439.19,37
447,2022-07-02,749,14,27,402,377,6318.96,452
448,2024-02-23,793,97,35,401,71,5956.8,272
449,2022-12-03,451,45,185,401,644,3663.36,384
450,2024-04-23,631,88,114,401,89,3684.6,460
451,2022-09-10,604,94,99,402,987,3176.8,220
452,2022-10-14,254,36,166,400,255,6540.52,284
453,2023-08-07,798,89,7,402,211,6173.86,266
454,2023-01-22,766,51,76,400,803,13252.6,460
455,2023-05-06,507,50,29,401,512,7462.14,327
456,2024-12-17,911,2,93,402,136,6133.18,199
457,2024-05-11,375,70,175,401,782,8138.46,242
458,2022-05-30,18,76,18,400,269,687.09,111
459,2022-05-04,972,51,130,402,644,7310.95,365
460,2024-04-30,434,90,103,400,656,5810.75,275
461,2022-11-09,285,11,80,400,524,5239.2,472
462,2022-11-15,550,42,101,400,318,6486.96,358
463,2023-05-04,60,32,23,403,119,5445.21,233
464,2022-04-23,317,86,190,401,123,183.68,7
465,2022-01-24,168,64,89,402,171,1682.71,191
466,2023-07-05,751,16,198,400,344,7402.32,414
467,2024-12-08,66,34,183,400,509,4754.88,234
468,2022-04-24,512,73,43,402,162,3694.2,131
469,2022-08-25,234,95,131,400,46,13591.6,440
470,2023-05-16,48,61,94,403,943,798.49,77
471,2022-03-14,567,92,190,403,230,2054.25,165
472,2023-10-18,278,10,147,402,123,6501.6,258
473,2022-04-18,184,29,133,400,977,1456.42,206
474,2024-08-10,887,37,199,402,336,971.55,45
475,2022-01-17,378,26,75,402,758,3917.32,319
476,2024-01-25,606,64,198,401,751,9886.8,462
477,2023-05-18,155,1,105,400,239,4278.42,278
478,2022-01-20,974,43,1,403,870,10137.96,378
479,2022-08-01,211,68,61,403,504,3352.4,493
480,2022-10-19,729,36,24,400,944,3798.48,119
481,2024-11-30,423,90,96,403,998,2891.65,383
482,2022-07-15,518,18,164,403,77,6697.12,304
483,2024-06-09,679,17,61,402,268,6300.2,436
484,2024-03-15,718,95,84,402,464,1681.4,140
485,2023-02-20,140,100,198,400,160,546.15,55
486,2024-08-12,322,53,31,402,988,4435.85,395
487,2023-09-24,475,34,31,400,162,10590.12,414
488,2022-03-24,221,42,38,400,729,4358.4,128
489,2024-03-22,526,7,174,402,267,14582.4,420
490,2022-03-05,975,52,116,401,97,1910.22,237
491,2022-10-14,125,2,16,401,134,3030.42,102
492,2024-02-02,703,81,166,400,597,3840.76,301
493,2022-06-03,23,9,51,403,829,512.16,66
494,2023-11-11,126,6,119,400,173,10532.28,474
495,2024-03-19,509,4,98,403,177,2082.08,182
496,2023-01-19,282,36,115,401,36,7427.7,315
497,2023-05-19,663,38,128,403,904,5462.34,282
498,2022-06-29,287,50,36,403,205,10408.2,330
499,2024-12-12,256,81,140,400,392,10586.4,401
500,2024-09-09,558,63,89,402,398,1444.21,139
501,2023-10-16,612,29,8,402,60,14421.25,415
502,2024-12-20,367,99,150,401,998,656.0,82
503,2023-05-09,273,69,189,400,783,5627.88,486
504,2024-03-06,364,23,46,401,607,4757.97,163
505,2024-01-05,936,76,8,402,971,6375.81,291
506,2023-01-21,857,64,139,402,180,1547.28,252
507,2022-04-26,239,78,57,400,540,1229.9,245
508,2023-02-17,826,17,88,401,941,12465.63,411
509,2023-10-25,61,3,38,401,793,1732.23,57
510,2024-01-18,984,10,96,403,601,785.2,52
511,2023-10-23,140,21,188,403,811,11092.96,328
512,2023-10-12,179,91,144,402,229,7730.47,341
513,2022-12-26,388,40,188,402,131,2444.26,91
514,2024-03-12,872,99,146,400,187,4495.95,309
515,2023-03-29,655,73,27,403,145,4651.2,170
516,2023-05-03,356,41,43,400,842,9111.3,363
517,2023-11-19,458,2,68,401,256,2495.65,355
518,2023-06-10,806,14,185,400,50,3593.7,198
519,2024-05-09,993,22,106,403,903,3014.76,194
520,2024-02-08,104,62,148,401,167,1672.72,232
521,2022-03-10,302,3,82,402,975,390.42,54
522,2022-12-15,910,49,42,400,561,15427.02,483
523,2022-07-10,347,77,158,403,722,287.04,16
524,2022-12-04,622,56,41,400,104,1898.9,170
525,2023-01-25,420,90,142,402,677,2018.4,145
526,2022-07-16,51,51,147,403,158,442.96,28
527,2024-05-25,90,38,170,403,205,288.5,50
528,2022-12-16,654,38,21,403,865,855.0,60
529,2024-03-25,483,63,170,402,94,7014.28,329
530,2023-01-14,380,49,95,401,457,296.7,23
531,2024-08-10,270,29,69,400,155,9993.54,386
532,2022-07-18,88,86,89,403,995,8803.72,388
533,2022-05-05,861,50,134,403,989,7042.75,275
534,2024-08-30,587,31,122,402,81,6512.24,203
535,2022-03-13,515,74,133,401,124,13499.64,487
536,2022-12-21,972,22,55,401,130,389.4,22
537,2024-06-10,207,81,38,402,328,12520.27,467
538,2022-05-18,90,50,143,403,566,5126.9,167
